Tanggal,Waktu,Link,Nama Akun,Komentar,Tipe
2021-10-02,09:09:58,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyT0CCNce7xZ_x5ZW14AaABAg,@AhmadFadliFathurrohman,Bang itu letaknya jauh dari pusat kota gk ?,Komentar
2021-09-25,04:20:58,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx-XIYsudS96YLrVNl4AaABAg,@anggorofajar6361,Univet kak,Komentar
2021-09-23,08:35:33,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyWAQSJcPDX3Ize3_V4AaABAg,@novaljenewa5354,Unej bang,Komentar
2021-09-22,16:33:17,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyweEJLmOwqS4CsOiN4AaABAg,@titinrosita8507,"lahaula walakuata illabillah
Bismillahirrahmanirrahim yaallah semoga bisa diberi kesempatan untuk kuliah di universitas ini Aamiin",Komentar
2021-09-22,06:05:49,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxJuidCByzjD1GvJch4AaABAg,@yulianz_,Campus tour ke STTP kak.,Komentar
2021-09-20,14:48:15,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzqQVzCvvjwaQzJ5dN4AaABAg,@ibnukhomaeni2245,Mahasiswa baru nih,Komentar
2021-09-18,10:08:31,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzF3luWILgQaG2-Xfx4AaABAg,@faiqotulhimmah7374,ditunggu ada mcd,Komentar
2021-09-05,02:18:20,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwF8_0BAQ3_TIjY1Ex4AaABAg,@maretalukky2777,Universitas sriwijaya dong kak kampus terluas se asia tenggara,Komentar
2021-09-04,03:01:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyoqGkrtbqzGgsV9nd4AaABAg,@umiurfi7052,bismillah UNNES 2022,Komentar
2021-08-31,13:42:06,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz1BwCewIyQcxMClPV4AaABAg,@resvitavindya,"sound setelah ""selamat datang di kampus tour"" itu apa ya?",Komentar
2021-08-25,14:58:20,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzmJ46ZkerOKbImTTF4AaABAg,@bramastaadhijaya1225,Kerennnnnnnnnnn,Komentar
2021-08-24,19:37:11,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxoAfuXvOw0Nw0xjHp4AaABAg,@erikchandra8598,bang danang tour keliling kampus upn jawa timur dong bang,Komentar
2021-08-21,06:55:07,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwrbJSETIeb9juKiml4AaABAg,@maulanafigur9636,Tugas banyak oii,Komentar
2021-08-20,10:50:55,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxDef3RXSwEwmNWD4t4AaABAg,@liyanto7565,Jadi ke inget 2013 dulu keterima di Jurusan Akuntansi Unnes tapi gak ngambil karena memilih jalan takdir lain. Tapi uniknya dapat istri dari Unnes juga anak FIP memang takdir itu unik 😁,Komentar
2021-08-16,01:42:48,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxIfwvebngWWN4qeI14AaABAg,@endangwijayachannel1183,Kampus sultan dong Universitas Prasetya Mulya yang di Bsd Tangerang,Komentar
2021-08-08,05:28:33,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzV6ahs7jUAh-a_Iqd4AaABAg,@yvespaath6112,"UT yaa, kampus pusat sama kantor upbjjnya sekalian se Indonesia 😁",Komentar
2021-08-07,10:38:11,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyoiWZkcN-tXJs9Vuh4AaABAg,@sitimarwah6598,Bismillah  semoga lolos snmptn unnes 2022,Komentar
2021-08-05,03:07:51,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwaaJznBh_5yjs6E6R4AaABAg,@nitoharitshibatullah_pba2451,PBA Unnes 2021 Datanglaaaah,Komentar
2021-08-03,15:23:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyoYJs1UW66RhALBu14AaABAg,@bangmaman1496,Alhamdulillah anakku di terima di unnes...,Komentar
2021-07-30,05:23:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxOf0RvejAerfFyoJh4AaABAg,@SalsaBila-bt4fs,pejuang 2022 mana suaranya,Komentar
2021-07-28,08:55:08,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxStvP9zVCSjLU_nLx4AaABAg,@teukkun,UIN SGD BANDUNG,Komentar
2021-07-26,12:29:25,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxC3JgUTIIOMDe5jC14AaABAg,@zidanpalefi2710,Kak ke jember dong kak uin khas,Komentar
2021-07-26,01:01:25,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwEWBavqKkvDGug4KF4AaABAg,@smpn34jakarta,"Pelanggan Nasgor Bu Tun sama Warteg Matori, mana suaranya??",Komentar
2021-07-24,10:57:09,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyx_KMcHiHS-bkIXdl4AaABAg,@irhamnifahma2492,bang danang video nya makin keren😭✨,Komentar
2021-07-22,16:33:00,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxtGkrtEHU-pU_bS_x4AaABAg,@reginaanggrainiwidodo1665,gila gw bakal jadi maba nih tanggal 26,Komentar
2021-07-22,10:47:33,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzoQ_4YE1b6C0yVEzt4AaABAg,@Brivesta,bang campus tour unissula bang,Komentar
2021-07-22,00:27:43,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyVAk-I1AcOsD61ZP94AaABAg,@felixnatalandoo4955,KAK BUAT VIDEO KAYA GINI VERSI UNIV UDAYANA KAK ...,Komentar
2021-07-19,15:58:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwouvN3Iz2chiipX2p4AaABAg,@jaqqotriatmojo7911,Cara dftar unnes gmn bang?,Komentar
2021-07-18,13:27:00,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzrLJ4aTHwZr64TAvp4AaABAg,@cipervesco317,UMY dong...,Komentar
2021-07-17,07:49:27,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwdbyFNNsrj7nTm8F54AaABAg,@nnda.y,Kuliah di Unnes tpi belom pernah ke Unnes🥺,Komentar
2021-07-15,10:05:33,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw11l0NZymdLCkTc7N4AaABAg,@ZenZen-tq2cp,ITS,Komentar
2021-07-14,00:09:11,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzayiNytLDi-L4UHoB4AaABAg,@resahchannel6232,Almamater kuuu,Komentar
2021-07-13,00:21:23,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzL3FRAoNTCIf4jVfZ4AaABAg,@indalesirolo3702,PKN STAN dong kak,Komentar
2021-07-11,13:15:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgybH6NyGzvXPr8nOFd4AaABAg,@khoolishkhoolish4417,Kak coba cek kampus di kalimantan boleh dong :),Komentar
2021-07-11,04:24:59,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxS_29NsDeR4EqxiQ94AaABAg,@st.zainunrulm.8240,Next Unesa mas,Komentar
2021-07-11,03:43:23,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwEg2fP-ftrfl11abh4AaABAg,@wibi9576,Unnes kampus Islam😎,Komentar
2021-07-10,03:08:49,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxHvH70agjST9Qvd0N4AaABAg,@sukartono4360,"Apakah cuma saya mahasiswa unnes yang tidak pernah keliling unnes, dan unnes punya fasilitas apa saja. Wkwk.. cuma hafal di fakultas saya saja",Komentar
2021-07-09,02:31:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxzcdjoI_1E4hTESjN4AaABAg,@novianarst2904,Mahasiswa UNNES bangga melihat ini,Komentar
2021-07-08,01:31:08,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzXmeVU-bo3AYfT_KN4AaABAg,@yessirindyaspradevi2056,"Mau tanya untuk kakak"" FMIPA, Apa aja fasilitas yang ada di FMIPA? Fasilitas kelasnya?",Komentar
2021-07-07,17:02:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxeTSL80Eeq_MQPJDF4AaABAg,@adellafiahsani4039,Next universitas Airlangga dong kak,Komentar
2021-07-07,16:00:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy8J0h6zsdQI7xKOoh4AaABAg,@kharismaghana,"Kolam renang, lapangan softball, gedung-gedung per fakultas belum di shoot nih kayanya. Kebanyakan hanya fasilitas yang keliatan aja. Part 2 yuk bang wkwk",Komentar
2021-07-07,09:34:49,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwetF_F5v10-qi_r8J4AaABAg,@gitadella_48,Bismiilah semoga ditahun ini saya bisa lolos ujian mandiri di Unice 〒_〒,Komentar
2021-07-06,14:06:56,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzM0r3fvNFQ_baz3Gt4AaABAg,@fathiyamufida8590,UIN WALISONGO SEMARANG DONG KAKKKK,Komentar
2021-07-06,09:00:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxvC5yrjfYxgWnhd_F4AaABAg,@boo_lan1546,"Udah 2 tahun nggak menginjakkan kaki di UNNES, kangen",Komentar
2021-07-06,06:06:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgznhMFi3Ai9M9eooWB4AaABAg,@rifqykiara6174,"S2, udah mau habis 2 semester belum bisa ke Unnes sama sekali gara2 Corona
Keburu lulus kalo gini terus😅
Makasih yaa videonya menghibur buat aku yang masih belum bisa bertandang ke kampus sendiri 🙏🏻",Komentar
2021-07-05,11:59:15,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz01bA9TJmTMkS01AZ4AaABAg,@bringiton9035,"gabisa cari chicken university lagi hiks...
semuanya onlen, cuma bisa pap ;-( LOL
wkkwkwkwkw",Komentar
2021-07-05,12:00:59,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz01bA9TJmTMkS01AZ4AaABAg.9PPyHfGjOc19PPyUIsBNc1,@bringiton9035,"lapangan bal e atos mas :(
kolam renang kok ga direview sih wkwk",Balasan
2021-07-05,08:02:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwFDOYi855roT7AGrB4AaABAg,@anggaandrianto6812,bismillah maba unnes 2022,Komentar
2021-07-04,15:28:21,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgydisstAIl70YHK4CJ4AaABAg,@achmadzidannurzaki7524,UIN BANDUNG PELISSSS,Komentar
2021-07-03,09:19:33,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyw5_SCkyJyhxqmj014AaABAg,@muhammadhafizh7120,Review UII bang🙏🏻,Komentar
2021-07-03,06:09:59,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzwCO0bwS7m6LHjWIt4AaABAg,@safiralailanisabrina6602,Wahh tournya nanggung padahal banyak banget fasilitas diunnes yg belum dibahas wkwk,Komentar
2021-07-02,01:19:46,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz-0UMFIoh3a37fhHF4AaABAg,@khoirilfatekhah1923,Udh jdi alumni tp ttep aja nnton🤣,Komentar
2021-07-02,00:39:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw-CTj3uHyHwq5GQIx4AaABAg,@lulutkoo199,Kok gak ke kolam renangnya bang 😂,Komentar
2021-07-01,23:26:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxL31dGBAkuSLj5Fj14AaABAg,@sandekalaalfred9372,"Jangan di unnes nyesel kalean, ngebosenin bgt , burjo dan temlat makannya ngga ada yg enak",Komentar
2021-07-01,16:28:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwzMJuXRc0rISRe-tB4AaABAg,@rakarayvedayudhistira733,"Wahh pas banget lewat beranda, Alhamdulillah tahun ini jadi maba di ilmu hukum",Komentar
2021-07-01,15:56:50,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyZ3iLk0uGv9NcG5m94AaABAg,@fachryreza7001,Campus Tour ITS kak,Komentar
2021-07-01,08:02:31,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw0eftcMoNa18c-u8R4AaABAg,@republiknanas1702,UNNES 2012,Komentar
2021-07-01,05:40:52,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzuA8LIfRDq28nQ87h4AaABAg,@armenniashallyndri2452,"Tadinya mau masuk unnes, tapi unnes blm menerima aku menjadi mahasiswa nya☺️",Komentar
2021-07-01,00:19:08,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw2eFzOzcb-ZgHaqdR4AaABAg,@rizqifauzi7426,Yang ngga keterima unnes mana suaranyaa,Komentar
2021-06-30,11:54:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxKwBhIe0CJz7Jg4Rt4AaABAg,@Bhimadesign,"Mas Danang, minat campus tour di salah satu Perguruan Tinggi paling baru di Semarang kah?",Komentar
2021-06-30,11:26:00,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyZVcYLmxyhqVS9KlB4AaABAg,@algelch1748,Klo jam kosong bisa main golf. Cuma mahasiswa unnes doang yg bisa,Komentar
2021-06-30,09:38:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy27HodpOHjouPv62V4AaABAg,@Yogart27,film untuk kalian yang kangen unnes https://www.youtube.com/watch?v=oNUJmNz3tyU&t=1049s,Komentar
2021-06-30,09:38:15,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyoifntnl5w4EZi-8t4AaABAg,@Yogart27,https://www.youtube.com/watch?v=oNUJmNz3tyU&t=1049s,Komentar
2021-06-30,07:55:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwX_XWjev6dP4JozHd4AaABAg,@nesyaanggun170,Pernah verivikasi data pas mau kerja ke korea tahun lalu😆,Komentar
2021-06-29,18:59:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwdn29aVHRSdAvILHN4AaABAg,@zahranurannisa2058,"ga sadar, ternyata dulu yg shooting video di MUA itu mas Danang😭 sukses selalu  mas🙌🏻",Komentar
2021-06-29,11:21:36,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwK6CCcWVxbEqlPQax4AaABAg,@grockmidonly6404,Yang tau dari Unnes sekarposting,Komentar
2021-06-29,10:29:02,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwdc4C4NVZ6tsuD46N4AaABAg,@kurniawanhastanto4444,SENI RUPA UNNES,Komentar
2021-06-29,00:57:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugzn9sb_vGYitcBuhOt4AaABAg,@bimasukmaaji3651,Ditunggu campus tour IPB,Komentar
2021-06-28,23:38:13,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzPppHya0WecID2P_Z4AaABAg,@amiikorikmaulana1225,"Jangan lupa,  ada kampus PGSD di Ngaliyan",Komentar
2021-06-28,23:18:12,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxaAtuzkOat4JmKQ354AaABAg,@liljoe5,banyak korup ih,Komentar
2021-06-28,15:41:23,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy1Ihh77TLagv-exc14AaABAg,@valerinagultom8792,Bang coba campus tour ke UNIPA atau ga ke UNCEN dong bang,Komentar
2021-06-28,08:05:06,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx5oqfzeLafj4Hs9XJ4AaABAg,@dewitsabitah,Semoga aku ntr bisa jadi mahasiswi UNNES,Komentar
2021-06-27,16:41:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzRwCRWsQNohUsIzRJ4AaABAg,@kheykolee2077,"Alhamdulillah anakku di terima di unnes, fakultas hukum .❤️",Komentar
2021-06-27,14:37:01,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzrRIufGF5d7YY_4Tx4AaABAg,@hitro5293,Universitas Tidar kak:),Komentar
2021-06-27,08:05:42,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzecbownGXz0f392eJ4AaABAg,@titiancahyarupa4050,Almamaterku tercintah❤️,Komentar
2021-06-27,07:14:56,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyXG9tKvU0UK2tysGV4AaABAg,@mistery9226,NEXT UB DONG BANGGG,Komentar
2021-06-27,06:27:51,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxGkI_0gFAJFkfjVmB4AaABAg,@ohw858,Alhamdullilah agustus udah resmi jadi Mahasiswa UNNES,Komentar
2021-06-26,23:48:10,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwqK4HRvYLEGY9LXE54AaABAg,@A3ro_sylph,"KOK GUA UDAH SEMESTER 5, PERASAAN KEMAREN MABA",Komentar
2021-06-26,11:42:24,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxJOFPXyPTxB-N3_lN4AaABAg,@gobloksejaklahir2304,Mau masuk unnes karna mau jadi next admin page shitpost nya:)),Komentar
2021-07-28,15:30:30,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxJOFPXyPTxB-N3_lN4AaABAg.9P2lCN-2ArL9QLZk1fPHjz,@revharedita2613,Universitas terbaik seindonesia dalam bidang shitposting,Balasan
2021-06-26,10:16:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw0OsxVVI6emhV2a9l4AaABAg,@hisratnim3082,"Adem banget kayaknya, alhamdulillah...Anak saya juga diterima di UNNES, walaupun belum bisa ke semarang.",Komentar
2021-06-26,09:04:03,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxUoN2Nm3NzkrY1RBh4AaABAg,@bembs0256,"Wow, ane mahasiswa Undip jadi insecure ngeliat fasilitasnya Unnes. Kelihatannya lebih lengkap dan lebih modern daripada Undip. Punya driving range, pusat outlet, perpustakaan modern, stadionnya rapi, bahkan katanya punya kolam renang sendiri. Bener-bener kayak UI. Asli insecure parah 😅",Komentar
2021-07-03,06:04:55,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxUoN2Nm3NzkrY1RBh4AaABAg.9P2U4YDs6Ow9PKB8ca-782,@safiralailanisabrina6602,"Memang ada kolam renang sendiri kak, dan gedek",Balasan
2021-12-29,16:00:34,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxUoN2Nm3NzkrY1RBh4AaABAg.9P2U4YDs6Ow9WY9axTWrnt,@arif8110,betol,Balasan
2022-02-03,11:07:01,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxUoN2Nm3NzkrY1RBh4AaABAg.9P2U4YDs6Ow9XzKcUfjEOM,@Malvinasyudha,Iya,Balasan
2022-02-24,12:38:38,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxUoN2Nm3NzkrY1RBh4AaABAg.9P2U4YDs6Ow9YpZnnoAL4a,@randyprasetyo4806,Unnes ni boss senggol dong,Balasan
2022-03-02,09:39:45,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxUoN2Nm3NzkrY1RBh4AaABAg.9P2U4YDs6Ow9Z3h5wACy3w,@fathurrahmanhakim5501,"ane yang anak unnes malah insecure liat banyaknya fakultas di undip, tetep bersyukur yang penting bro hahahah",Balasan
2021-06-26,07:31:55,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzpXcwExvliedRthMR4AaABAg,@alyasbiila,tour universitas brawijaya dong kak,Komentar
2021-06-26,04:56:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwwDMCmihET2ZNfkPZ4AaABAg,@hehemerdeka77,Semoga pandemi cepat berlalu. Kasihan adik-adik belum pernah ngrasakan damainya yUNNES 😀,Komentar
2021-06-26,04:18:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyLMimhS4WD5s1sTvp4AaABAg,@usergoogle7415,"Next. Universitas Trunojoyo Madura, ngelihat univnya diyoutube luasss sama bagus.",Komentar
2021-06-25,14:08:40,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgysgNQncjZav73ohI54AaABAg,@twosha-nesharga3142,Alumni said dulu tak begini wkwkwk,Komentar
2021-06-25,11:50:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwCqflRu8C5xCJ2J594AaABAg,@ini5832,"unnes terimakasih sudah pernah menolakku...

alhamdulillah sekarang aku diterima di....














unnes juga,aku kan pejuang unnes sejati😂",Komentar
2021-08-15,15:17:44,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwCqflRu8C5xCJ2J594AaABAg.9P0CL2zwu3i9R3taHLRNFp,@riamatumanggor1315,🤣u,Balasan
2021-06-25,11:30:34,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzkO62veLExAWIU-o94AaABAg,@01_fernandanizarfazhari_fi73,alhamdullilah tahun ini jadi mahasiswa unnes lewat snmptn,Komentar
2021-06-26,10:25:52,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzkO62veLExAWIU-o94AaABAg.9P0A2pCYqN89P2cRs4gRSp,@hisratnim3082,Alhamdulillah..sm anak sy juga lulus snmptn di unnes ini,Balasan
2021-06-25,07:50:05,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwPgs1yj1B9Gtr_1mp4AaABAg,@kartikalusri,"Videonya keren banget Mas
Sukses terus Mas Danang ❤️",Komentar
2021-06-25,04:10:16,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxot3DqJ_n2GTQsRSt4AaABAg,@BNyoga,Oh tidak. Anda melewatkan jalur naga,Komentar
2021-06-25,03:58:35,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyF9QKsSSeDMHLWflN4AaABAg,@febilianova07,"FIK EMANG JUARA, LAPANGAN GOLF SAKSI BISU KULIAHKU IHIHI",Komentar
2021-06-25,03:56:52,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz63NsW4wthrcL9tS54AaABAg,@febilianova07,Kampus akuuu ❤️,Komentar
2021-06-24,16:53:47,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyFiXdPFlubRpa5AzR4AaABAg,@rokayahluebaesa1217,Saya dari Thailand adalah mahasiswa Dr. Pendidikan Bahasa Indonesia Unnes.,Komentar
2021-06-24,16:46:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy8hlR6tHlLU5b8rh94AaABAg,@ridwanfawzy3100,Uin walisongo Semarang,Komentar
2021-06-24,13:00:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxLnwOIN7i3pJ4_Yvd4AaABAg,@Kumahaniat,Ke ITB nang atau Unpad,Komentar
2021-06-24,12:17:39,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxbfzPUK2UKqJbbyud4AaABAg,@rafhafpra163,Request Universitas Negeri Malang 😁,Komentar
2021-06-24,12:16:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw7bphP0jLawQfMD7Z4AaABAg,@rossitadewi6915,Kampus tour UNJ kak,Komentar
2021-06-24,12:15:51,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwH1wA5bgpeMbEFu7Z4AaABAg,@rossitadewi6915,Kampus tour UNJ kak,Komentar
2021-06-24,10:28:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz3dPpkUKp26DmvaU94AaABAg,@alreyhan9457,Kampus tour UM bang,Komentar
2021-06-24,08:33:24,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx3HhsvcdKhq7BW-0t4AaABAg,@channelmamahchila4798,UNNES penuh kenangan ☺️,Komentar
2021-06-24,05:02:59,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxL3n8Fnj_DSuJxN2V4AaABAg,@agilsatrio6390,welcome to the jungle bruh,Komentar
2021-06-24,03:58:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyEVelabK7rCHzLu9V4AaABAg,@imamalhafizh8059,Unwahas dong kak,Komentar
2021-06-24,00:09:59,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw34SD0J0TrW8_HuhV4AaABAg,@utaribudilestari3575,"Kangen unnes,kangen gabut dikala skripsi 😂😂😂😂😂",Komentar
2021-06-23,17:09:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyDEyWxl5KDE3qCKzV4AaABAg,@farhandika7344,alhamdulillah jadi maba unnes tahun ini✨,Komentar
2021-06-23,14:15:40,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxbaBvoeljerdde66l4AaABAg,@inisaya4114,Bismillah maba unnes'22,Komentar
2021-06-23,09:08:33,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyzKq3ksvev3U74dP14AaABAg,@muhammadabdulmujib2186,Unneskuu,Komentar
2021-06-23,08:58:39,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyW7epe3UYp3fy4hDh4AaABAg,@emirtri6173,"Lap golf, kolam renang, basket indoor, tenis indoor, lap atletik. Ya jelaslah, ada Fakultas Ilmu Keolahragaan kok.",Komentar
2021-06-23,05:38:01,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyu2en8obcwxnwRSft4AaABAg,@ammirahliessyarifah4767,"Bang, minta FH Unnes tour dong",Komentar
2021-06-23,02:00:18,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwl9cPsgJIgcD9hiPV4AaABAg,@fajridevandi239,ITB lagi kak,Komentar
2021-06-23,01:48:16,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxIJlJXbI1zqHDuHnR4AaABAg,@hokagetenzee659,jadi pen kuliah jurusan it wkwkwkk,Komentar
2021-06-23,01:04:43,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzE35OuBiwzeJBCtul4AaABAg,@yanpicture1516,lo kalo jalan keliling unnes di jamin gempor dah.,Komentar
2021-06-23,01:02:31,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwQUEOCKtAQNFKzSjB4AaABAg,@yanpicture1516,almamater gw nih ahelah jd kangen hahhaa,Komentar
2021-06-22,16:37:36,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxWag3HPsKT-am7b814AaABAg,@salwn7591,Persis depan gerbang utama ada salah satu nasi padang favorit aing🤤 wkwk,Komentar
2021-12-25,03:47:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxWag3HPsKT-am7b814AaABAg.9Otzntr5iwU9WMY_gt-AiZ,@astutipurwaningsih3853,Gk sengaja nonton ini karena muncul di beranda. Mayan buat ngobatin kangen suasana unnes. Eh pas liat komen taunya nemu komenanmu sal. Gk jauh² dr makanan pula wkwk,Balasan
2021-12-25,04:01:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxWag3HPsKT-am7b814AaABAg.9Otzntr5iwU9WM_Airw2Di,@salwn7591,@@astutipurwaningsih3853 hehe jodoh berarti,Balasan
2021-06-22,15:12:54,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzRCcEZCEmQArQlMY54AaABAg,@hanifazahra866,bismillah Maba UNNES 2022 AMINNN,Komentar
