Tanggal,Waktu,Link,Nama Akun,Komentar,Tipe
2021-06-22,14:27:21,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwIcaANxHGy-CBjTRZ4AaABAg,@nazila3956,bismillah bisa jadi mahasiswa disana amiiinn,Komentar
2021-06-22,13:43:58,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyKJ9yFcVITDNomZgF4AaABAg,@10_selvianadiahutami_ekono38,Bersyukur banget bisa jadi bagian dari UNNES tahun ini:'),Komentar
2021-06-22,13:20:51,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyr7ymWHmcqPHPRkAJ4AaABAg,@agussurya7759,Aku alumnus Akuntansi 1985,Komentar
2021-06-22,13:04:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzNQfPdly7EY9NSMm94AaABAg,@randymanuputty8131,Tour Keliling Undana dong bang,Komentar
2021-06-21,14:08:39,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx0neDQ47jt1RwcGut4AaABAg,@asiancomparasion7656,Next UNESA pliss🙏🙏,Komentar
2021-06-21,12:27:00,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz0dXVN5UF6ayAxQu94AaABAg,@DwiNoviantoUntidar,Universitas tidar dong....,Komentar
2021-06-21,12:16:34,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwiG3i0bT4KBne_goF4AaABAg,@tulus_anantya,"Sekedar tambahan, ada kolam renang juga di Unnes",Komentar
2021-06-21,09:07:38,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxkSogt7UZhXxKeSrh4AaABAg,@topaanbgs,Ada yang punya skor utbk 550an ga lolos di saintek UNNES ga?,Komentar
2021-06-21,06:20:18,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz5wa_YafClAwueXUV4AaABAg,@indahdewips,"Di Sekaran cm waktu PPAK, selebihnya di kampus ngaliyan 😂",Komentar
2021-06-21,05:59:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzW8-4tTlHKxqyoFSN4AaABAg,@isnalaili1170,"Ternyata banyak perubahan, termasuk gedung rektorat yang dulu ada jalan melingkar ke lantai 2, sekarang ga ada. Perpus Pusat sekarang udah ada nama sendiri ""Rumah Ilmu wehh makasih mas dah ngobatin kangen kampusku, tetiba vidio ini muncul di beranda. Ntapp",Komentar
2021-06-21,05:52:13,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyxT1ivJBx9PvSbxC94AaABAg,@laodetheo7328,"mas, kolam renang nya belummm",Komentar
2021-06-21,05:28:13,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwTu1NFYq2M7lYtbVp4AaABAg,@farizfauzan7023,kolam renangnya ga in frame nih hehe,Komentar
2021-06-21,03:37:35,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw6XvfnSrUm6lvAwbV4AaABAg,@desyrosdiana688,"Dulu pas masih smk punya keinginan kuliah di Unnes, tapi belum diberi kesempatan.",Komentar
2021-06-21,03:33:31,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw_5rSXSgb4yLshoXp4AaABAg,@fransiscusasisichrisraymon9653,Atma jaya Jogja bang,Komentar
2021-06-20,12:28:51,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugzc6ujaLaxF28BpJPV4AaABAg,@anisratna2182,Ngeditnya pake apa kakk,Komentar
2021-06-25,00:38:10,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugzc6ujaLaxF28BpJPV4AaABAg.9OoOkH9R2189P--ORJoQNo,@DanangTriW,Adobe premiere pro mungkin,Balasan
2021-06-20,09:00:30,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugzoa-5zMl6Nt8Q7fZR4AaABAg,@thesunf1,"kok keren dehh, ngamil vidionya bagus nihh,, btw ada lap basket & manjat tebing",Komentar
2021-06-20,08:02:31,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxnAgj9hEX7RG96HMl4AaABAg,@saddamjayadinata2561,ipb kak,Komentar
2021-06-20,05:48:12,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzKGiXtWavYHlGJNr14AaABAg,@assasaesarnurdiansyah8847,Alhamdulillah lolos SBM di Unnes,Komentar
2021-06-19,12:30:59,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx9Wdw-HVHTzEvJvch4AaABAg,@sarjuki5524,gongso bu erni mana?,Komentar
2021-06-19,11:37:20,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzKOQ-_VKwxLWg9x254AaABAg,@saifuruirumi9369,"BMS selalu menunggu mu kawan,"" mari rehat sejenak dan nongkrong di burjo ku""",Komentar
2021-06-19,11:15:16,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx9K1FnkMjBuAXLfM54AaABAg,@aicandra2139,bangga aku,Komentar
2021-06-19,10:50:36,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyCudqJaRmNvDn04bB4AaABAg,@triwahono9159,undip nya ditunggu,Komentar
2021-06-19,10:15:11,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzS1MtyB81qSdjf9nd4AaABAg,@Wars98,yah nggak mampir ke gedung b6,Komentar
2021-06-19,08:15:34,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw_ocytiNnKJBKZKZB4AaABAg,@abethnego7860,Unsoed dong mas kapan kapann,Komentar
2021-06-19,06:52:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwUdBJLjrOY5cIq12x4AaABAg,@dianaanggraeni6803,"Sampe udah jadi alumni, belum pernah ke lapangan golf wkwk oiya ada yg kurang, kolam renamg, rooftop juga belum hihi",Komentar
2021-06-19,05:08:50,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzCjMWCjZgWd_0s9E54AaABAg,@asiancomparasion7656,Shoot dan editingnya makin berkelas aja nih. Tumbs up,Komentar
2021-06-19,05:06:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxo4SoOGqaOuD-cF9h4AaABAg,@asiancomparasion7656,Makin keren aja nge shootnya. Jempolan👍,Komentar
2021-06-18,17:18:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxjRJFmboBtCDS27cp4AaABAg,@maggieamaliza4315,aw kampusku,Komentar
2021-06-18,16:01:18,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy9e9yKC7LkBJWSy6t4AaABAg,@tiamaeylani1406,Unsoed dong kak,Komentar
2021-06-18,15:32:42,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyDHufcAM5ZYSXF9FN4AaABAg,@NurChanf,"Suka dengan pengambilan video & editingnya, keren..",Komentar
2021-06-18,13:00:03,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwt6ir_wsBLB3GiZY14AaABAg,@tomat0ishi,Bismillahirrahmanirrahim tahun 23 nanti masuk Unnes 🙏😇,Komentar
2021-06-18,12:06:10,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyY_5C1B0e9fdZGdfJ4AaABAg,@sugengriyadi1477,Nostalgia jadinya,Komentar
2021-06-18,10:40:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy07xmS4shMgwWHGsF4AaABAg,@khomsatun2052,Seneng aja gitu jadi alumni UNNES.,Komentar
2021-06-18,09:25:20,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwq30PwUQqm0ucByRh4AaABAg,@wide4282,Alumni UNNES ☝🏻,Komentar
2021-06-18,08:49:35,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwtGIwQqa7tiaBm3YF4AaABAg,@wididiww7881,Thanks kak! :),Komentar
2021-06-18,08:48:33,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyTWAI3vO7uIa_Hxzd4AaABAg,@McSanto26,"Dari luar sih Ok, dari dalam birokrasinya sampah",Komentar
2021-06-25,11:04:27,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyTWAI3vO7uIa_Hxzd4AaABAg.9Oiqx0lg1v79P073YGxITJ,@alvinabriantiningsih474,Kenapa gitu?,Balasan
2021-06-25,12:25:07,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyTWAI3vO7uIa_Hxzd4AaABAg.9Oiqx0lg1v79P0GIK9gvvz,@McSanto26,"@@alvinabriantiningsih474 banyak... Mulai dari Mahasiswa lapor KPK malah diskors kampus sampai masalah keuangan yang tidak transparan tahun 2019 dan skandal rektornya sendiri...

Gak percaya?... Silakan Research sendiri",Balasan
2021-06-25,12:28:01,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyTWAI3vO7uIa_Hxzd4AaABAg.9Oiqx0lg1v79P0GcdPefDC,@McSanto26,"Saya ngomong begini terus ternyata ada oknum UNNES yang lihat... Terus saya gak bisa LULUS.... Awowkwowkwowkookwok what a joke....

Amit-amit",Balasan
2021-06-27,14:43:15,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyTWAI3vO7uIa_Hxzd4AaABAg.9Oiqx0lg1v79P5egnxALOm,@hafidhchru8577,"Waaah, apa sampai skrg masih terjadi sprti itu?",Balasan
2021-06-18,08:09:12,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgywIhoMnTghpsSvu9B4AaABAg,@abdillahrizkyanantalubis3320,Next UNY dong bg,Komentar
2021-06-18,06:44:03,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzRp4FK9WRsyBVvEEV4AaABAg,@dyahlistiana1818,Next! Gunadarma dong,Komentar
2021-06-18,06:34:21,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwAmzOteEflvohsiEl4AaABAg,@dyahlistiana1818,Berasa lagi nostalgiaan. Kangen kampusssku trcinta 😍,Komentar
2021-06-18,05:55:01,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwpxKO1_0pZ7SNBhAx4AaABAg,@aghivaiz98,"Mantaaab UNICE, kampus modern yang terletak di sebuah desa, dengan ciri khas ketika ingin ke pusat kota digantikan dengan kalimat ""mudun yuh"" 😂",Komentar
2021-06-18,05:54:44,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzNDbj3lTNkIWMltj54AaABAg,@raulendhifauzanna1687,Keren banget take dan editing videonya 👍🏼👍🏼,Komentar
2021-06-18,05:51:04,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy9hEITn3HJvZ_A_2N4AaABAg,@honajung9756,"Waahh makasih banyak bang, rinduku sama kampus sedikit berkurang 😭",Komentar
2021-06-18,02:56:11,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxbFll_jlEALMwX5tV4AaABAg,@salsanafita1685,"Mantap, bangga bangettttt. Unnes bisa dibikin konten sekeren ini, salam dari warga unnes. Sukses selalu mas danang.",Komentar
2021-06-18,01:39:31,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxAeh7c_tM-nHwsM-R4AaABAg,@ahmadzainulmustofa5290,"Unnes tu mana yg pelosok itu bukan awek""",Komentar
2021-06-18,01:13:38,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwUqAGAw7VfS9RWhSx4AaABAg,@iftinaaa176,"Minat buat masuk UNNES tapi blum ada biaya, semoga aja bisa jadi mahasiswa di UNNES",Komentar
2021-06-18,01:12:39,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxov6_Zt75Xbj9dVkt4AaABAg,@huseingregor96,Jangan tertipuu kawan. Saya sudah merasakan panasnya sendiri,Komentar
2021-06-18,00:46:12,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx2GT-64xWVQ1YBfPx4AaABAg,@fikapurnamasari8084,Jadi kangen.,Komentar
2021-06-17,17:19:23,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx5ICVBs4M3Dh2GAzJ4AaABAg,@vonnytamara8519,Sampe lupa gedung rektorat letaknya dimana:'),Komentar
2021-06-17,16:30:46,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzJjvjtSvLqSjDqkH54AaABAg,@angelacornellia8315,FIK PALING MUANTEPPP POKOKE 🤩🖤,Komentar
2021-06-17,16:10:17,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzOUKlwoP_ZZmALsfl4AaABAg,@065_anangmaruf9,"Di UNNES tidak ada BTS meal, tapi adanya BTS (Bu Tum Sego) meal",Komentar
2021-06-17,15:53:44,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwGtURyLxHox_K4m5h4AaABAg,@puputwijayanti2745,"Universitas Negeri Yogyakarta dong kakk:""",Komentar
2021-06-17,14:51:17,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugzjpk40rjyrrRmWleZ4AaABAg,@motivation_life714,Bang tour kampus UNJ bismillah tahun 2022,Komentar
2021-06-17,12:28:46,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugzs8CUuyoGl5lU92u94AaABAg,@khofifahnuragnisa4549,"Mas Danang, video nyaa sekarang jadi lebih keren bangett. Semangat terus ya😁",Komentar
2021-06-17,11:17:34,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy80MXFgvvY8LfP6mt4AaABAg,@naufalyuan9249,UM dong kak,Komentar
2021-06-17,09:52:44,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwCslaix1IiI2ojE5N4AaABAg,@hanifaadistyridhoamalia8773,jadi keliatan mewah ya 😂,Komentar
2021-06-17,08:08:58,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyr73T4BKMv53iZTuF4AaABAg,@farhanfea4235,Kok kalo di video unnes bagus banget ya:(,Komentar
2021-06-17,06:52:13,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwP_an7aYy8O613PSR4AaABAg,@merdekadikandang2351,"Kasihan yang kuliah sekarang, bayar ukt full tp belum menikmati fasilitas kampus. Haha. Semoga lekas selesai pandemiknya. 

By Alumni Unnes Angkatan 2013",Komentar
2021-06-17,04:14:40,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwPlIwGeksBAKtT5rB4AaABAg,@oktariagina7391,"pertamanya mikir ""hah lapangan golf"" trs baru keinget ""oiya deket fh""  AHAHAHAHA😭 kelamaan online, uda lupa😭",Komentar
2021-06-17,01:35:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwXk50YZpl6mXK2kAp4AaABAg,@akun.ytb.aku.y,Allahummasholialasayyidinamuhammad,Komentar
2021-06-16,18:32:40,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy3yL6cB9s2MTfbxex4AaABAg,@odotsuper6309,"Unsoedd bang... 
Bikin yg baru...",Komentar
2021-06-16,17:27:30,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzPWU_mz7OfBD6sibN4AaABAg,@tikungan_tajam2756,2 semester cuma liat unnes dari youtube 😢,Komentar
2021-06-16,17:08:38,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwMIuxV5hxEkKP7tK94AaABAg,@3c_vinazahrafadiyah927,Keren bgt mas danang vlog kampus tourny🤩,Komentar
2021-06-16,15:18:46,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxq7_wzQBAzZtt_oEZ4AaABAg,@user-fm9jz1zz1n,"Kapan kapan usu ya mas danang, sekali kalii ke sumatera🤣",Komentar
2021-06-16,12:31:39,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwTD0FSTZH67doHwwJ4AaABAg,@vanessabth,pas di awal awal video kok serem😭,Komentar
2021-06-16,11:37:50,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwRqEP1OsOKDhS6ksB4AaABAg,@sriponcowati9295,Saya alumni unnes,Komentar
2021-06-16,09:39:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgylJaiX9pOybX_mF0R4AaABAg,@goodpeople4033,anjir baru ini konten unnes yg keren hahahaha,Komentar
2021-06-16,08:12:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz84s-EHZy1MCy2eU14AaABAg,@henggaryudhahananto6111,UNDIP KAPANNN,Komentar
2021-06-16,07:44:47,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwqh4P6MKoMGsDkhxh4AaABAg,@sariocts9628,"Muncul di beranda pas sebelum pengumuman sbm tapi belum nonton, puji Tuhan lolos sbm di Unnes langsung nonton:)",Komentar
2021-06-16,00:05:47,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz-v0Gn_ZzvWcW5EON4AaABAg,@AhmadMaulana-kt5ne,Next univ di kalimantan,Komentar
2021-06-15,15:20:24,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyfKtNpL8hAJI-6wYF4AaABAg,@rizkiazru8238,"Campus tour IPB dong kak, pls",Komentar
2021-06-15,15:14:19,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxk21SGTpKBtyAODQp4AaABAg,@andhikadwi8482,"Institut kesenian jakarta dong kak, yg setuju like",Komentar
2021-06-15,13:53:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgybVXN8S3LuoYkK8Wd4AaABAg,@arfianarfn,Gak ke UNHAS ngab?,Komentar
2021-06-15,12:27:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz99BtO0SnNx-fJnMB4AaABAg,@fajrilihsan2060,"tugu konservasi ya bang, ralat hehe",Komentar
2021-06-15,11:40:46,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyYLcciG473tt_DUeZ4AaABAg,@haesangchan,Jadi kangen suasana dan jajanan di sekaran 😭😭,Komentar
2021-06-15,11:06:47,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyvYlkAOTNeE0YJZKV4AaABAg,@ulviaaa,ditambah denah lebih bagus mas wkw biar penonton sekalian paham,Komentar
2021-06-15,10:56:18,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxW8IpKBAkIAhc5tdJ4AaABAg,@mampirslurchanel2732,allhamdulillah lolos sbmptn unnes😂😂,Komentar
2021-06-15,10:18:00,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyavLNpzTtL906mX1d4AaABAg,@anggita1688,"UNNES makasii udah lulusin aku lewat sbmptn, tapi ayah ngga setuju. sampai jumpa saat aku S2 UNNES!!",Komentar
2021-06-15,05:09:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxixhxTxVLG-1hu_uF4AaABAg,@iqbalkurniawan8109,Unnes (universitas negeri sekaran),Komentar
2021-06-15,03:08:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwYkit4yBllamy14rN4AaABAg,@kheszaaoraar8879,bissmillahirrahmarinrrahim tunggu aku tahun depan unnes sayangku🥰,Komentar
2021-06-15,00:01:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzoMu8jkmKrG08XwPZ4AaABAg,@nugasku7616,"Makin mantul aja konten tournya bang, semangat bang terus berkarya",Komentar
2021-06-14,19:35:12,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxuX13ih35zkCbFRHx4AaABAg,@WahyuHidayat-ts7oh,Kok jadi sedih udah mau lulus :),Komentar
2021-06-14,15:47:35,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugzbfq_B49rwTv7ImgV4AaABAg,@ikmalmafaz6170,UIN Bandung dong ka,Komentar
2021-06-14,15:45:52,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz2msOJ4xIFLqJWXCB4AaABAg,@rezidewo6085,UI bang,Komentar
2021-06-14,13:44:10,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxG8-1RNovV9Ww4Grl4AaABAg,@nida6621,Mahasiswa UNNES hadir!,Komentar
2021-06-14,12:21:49,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyTDqwoEtWJFPYTlWl4AaABAg,@ndrajit3267,Hari ini ketrima unnes ekonomi pembangunan *-*,Komentar
2021-06-14,09:05:43,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxvCJ1mj5YShEeGy814AaABAg,@DARMATV12,Mas sampean lahiran magelang to jebol,Komentar
2021-06-14,07:50:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy2QHExnVepu6mmght4AaABAg,@dinantyarrr,"Kangen kampuuuus, ya Allah tau2 udah mau lulus aja perasaan baru kmrn jadi maba :(",Komentar
2021-06-14,07:44:12,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyCi_JNM89vbtrP5RV4AaABAg,@ditaarinda24,"Makasih bang udah keliling unnes☺️
Salam dari mahasiswa unnes",Komentar
2021-06-14,06:19:08,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwxefBB_7DLorARXj54AaABAg,@awskinterest,videonya lbh keren drpd video dr unnesnya sendiri:( mantappp,Komentar
2021-06-14,06:18:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxt021R7pD4u3Mip4d4AaABAg,@--BayuPoernomo,Bismillah unnes,Komentar
2021-06-14,05:42:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxg1QbsN559hIpDCSF4AaABAg,@mariskaalsyam._3668,UNAIR bg,Komentar
2021-06-14,05:06:15,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz1pptTqzfgax33i-Z4AaABAg,@EUPHORIA_FEST,Maba 20 belum sempet keliling sad wkwk,Komentar
2021-06-14,05:05:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgweLByr4YeO85E1i4h4AaABAg,@lailanovitasari,Pengen bgt masuk unnes🙃,Komentar
2021-06-14,04:40:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyrV2NjJCUyCe_ed094AaABAg,@mutiarawahyularasati6498,undip/itb/its dong kak,Komentar
2021-06-14,04:16:04,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwcFCxowE_zSvA9BaB4AaABAg,@vindimega5638,"4,5 tahun di sini. Ga kerasa Rabu besok wisuda :(",Komentar
2021-06-29,01:41:15,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwcFCxowE_zSvA9BaB4AaABAg.9OZ3_lnSv9G9P9Pn1hNT3S,@violettesan5046,Congrats mbakkk,Balasan
2021-06-14,04:07:19,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwQKTQH1ncDauT0Qpt4AaABAg,@pinkandzihni1098,campus tour undip ka,Komentar
2021-06-14,02:12:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxowNzRvPZI0CbgrGl4AaABAg,@asyifasalsabila9134,Ayo bang ke UMY!,Komentar
2021-06-14,02:03:19,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx-_GLjNj0NNOXyga94AaABAg,@abaskorohidayatullah,simpang 4 unnes sudah tidak ada...hahaaa,Komentar
2021-06-14,01:45:11,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz1hEM0-rADak6d_Nl4AaABAg,@YakuaTV,An excellent campus tour.,Komentar
2021-06-14,01:30:42,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxLrDh-HCMDMZKjFyZ4AaABAg,@adakatakitachannel1160,"Jadi kangen banget sama kampus, dah setahun lebih ga ngampus😭",Komentar
2021-06-14,01:19:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzoDWgWGz4Ykz3Z2mF4AaABAg,@yogaw.s3742,"Rumah ilmu 
Me be like: gedung avengers boss :)",Komentar
2021-06-14,00:34:09,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw_2P8gJa-7ad7Z3IF4AaABAg,@anfasafansa1170,Wehhh kandangku apik nan,Komentar
2021-06-13,19:48:27,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyJtSl3BF9Lk37lCJl4AaABAg,@iqfaarr3758,Unsika ka Kapan kapan,Komentar
2021-06-13,19:34:18,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwI-hO-GwyHmmzZ9Ql4AaABAg,@tegarr4194,UIN SYARIF HIDAYATULLAH DONG BANG!,Komentar
2021-06-13,17:03:23,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwN_MHMQlGDfz8OoY14AaABAg,@cimeng1999,Keren banget kampus ku 😍😍😍,Komentar
2021-06-13,15:52:44,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwWJMeoaUvNpFiKaKl4AaABAg,@anxietys2181,Bang campus tour di USU dongg klok ada wktu,Komentar
2021-06-13,15:34:10,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzeCvFTfpj7x9OzaBp4AaABAg,@cicipratiwi5671,Wah rindu wkwk. 7tahun disana akhirnya benar benar lulus juga😂,Komentar
2021-06-13,15:28:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzoQTMhToBE6rY33LF4AaABAg,@buddygf177,"Gue ditolak ipb sama unnes, but i'll show u who i am",Komentar
2021-06-13,15:24:00,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyUZBLBC6fw9KEAZlR4AaABAg,@adelianovita4003,Unnes tunggu aku jdi maba 2022 ya☺,Komentar
2021-06-13,14:03:04,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy9kkSQ28mLbD0Lfdl4AaABAg,@yukasetiana3647,"Dulu aku ngira kalo ketua bem fik unnes th kemarin si masnya, tapi ternyata salah cuma mirip aja",Komentar
2021-06-13,13:42:13,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxAq4gbHk7t_qAGW6B4AaABAg,@abhinayaivnd7302,Sini ke UTM yuk🤗,Komentar
2021-06-13,13:38:11,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzgF5v8bmJbW6g8a3l4AaABAg,@septianaadiningrum4373,Semoga lulus sbm di unnes besok pengumuman aminn 😭🙏,Komentar
2021-06-13,12:39:03,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxE7_xmpd_lLFTdSZl4AaABAg,@suripangesti1496,Kerennn bgtt openingnyaaa!!,Komentar
2021-06-13,11:43:56,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxokh-c6DZjdMz4k9Z4AaABAg,@wawanpowel,lapangan bola sama trek lari gak dishoot dari dekat krn jele,Komentar
2021-06-13,11:33:34,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzS_WLYK9_yU9x0Frp4AaABAg,@fakhrezipratamayudistira8311,Alhamdulillah kemrn lulus SNMPTN dan Keterima di UNNES,Komentar
2021-06-13,07:36:03,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyz5UH5GPZwqRh1OQt4AaABAg,@rizkiwindikartika9247,11 tahun berlalu... Kangen unnes,Komentar
2021-06-13,06:13:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw9QLwbI2tgtgKOofN4AaABAg,@devintadwiinsani8044,"Wawww keren, sehat terus kakkk!!!",Komentar
2021-06-13,04:54:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwmv34efSxm3EiQT5p4AaABAg,@siskadewitrimukti4059,"Makasi lo bang, makin kangen kuleah offline yaoloooooooo",Komentar
2021-06-13,04:14:47,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxMvFobp2J4AT126-x4AaABAg,@Wahyuudewi,hayoo itu Tugu sutera apa tugu konservasi?,Komentar
